,datetime,latitude,longitude
0,05-22-2018 18:30:22,-0.705352,36.838322
1,05-03-2018 05:01:25,-1.454231,36.376658
2,02-19-2018 05:08:32,-1.332074,36.432978
3,10-09-2018 16:57:27,-1.334047,36.366595
4,01-21-2018 07:15:51,-1.299872,37.085644
5,02-28-2018 15:34:17,-2.055667,37.421773
6,11-26-2018 00:29:36,-2.684018,37.201987
7,10-16-2018 20:25:44,-0.799027,37.065322
8,11-20-2018 04:15:20,-0.942826,36.411768
9,06-16-2018 15:57:28,-0.811163,36.956008
10,04-02-2018 02:39:11,-2.63452,37.156784
11,03-19-2018 17:12:43,-1.102281,36.86766
12,09-15-2018 02:06:57,-2.067027,37.463846
13,09-17-2018 11:45:59,-1.331828,36.539484
14,02-28-2018 23:08:59,-2.897564,37.035347
15,11-05-2018 08:55:49,-2.947734,36.979562
16,11-13-2018 14:11:46,-0.863976,37.386028
17,06-22-2018 13:27:25,-1.966909,37.456405
18,11-07-2018 11:18:39,-1.699321,36.786766
19,03-06-2018 10:23:04,-0.995435,36.775355
20,07-14-2018 09:15:36,-0.941985,37.83155
21,06-29-2018 15:47:20,-2.117043,36.854516
22,04-05-2018 08:10:49,-2.2883,36.348847
23,07-21-2018 16:16:17,-2.100265,37.134527
24,03-25-2018 03:19:59,-1.619784,36.540936
25,06-18-2018 14:37:23,-2.947278,36.488575
26,07-12-2018 13:56:15,-1.192848,37.378696
27,03-15-2018 08:41:09,-1.389132,36.726138
28,10-09-2018 19:53:51,-1.579506,36.815148
29,06-15-2018 06:14:57,-2.657539,36.525913
30,05-16-2018 15:46:44,-2.098834,36.740615
31,12-15-2018 01:48:48,-2.921237,37.776708
32,11-07-2018 06:07:48,-2.985641,37.102581
33,10-15-2018 22:36:44,-2.840072,37.427515
34,10-03-2018 23:00:02,-1.753453,37.471876
35,09-06-2018 00:38:25,-1.79692,36.588234
36,07-18-2018 05:34:23,-1.969306,37.859835
37,02-02-2018 23:01:26,-2.412859,37.431784
38,09-01-2018 17:59:13,-2.753657,37.239296
39,11-16-2018 08:17:43,-0.853482,37.6001
40,03-16-2018 16:44:30,-0.714629,37.289233
41,09-04-2018 04:06:54,-2.431326,37.251564
42,07-13-2018 02:00:39,-1.484772,36.361106
43,10-02-2018 22:51:03,-1.915759,37.807102
44,02-12-2018 10:09:45,-1.801727,36.880296
45,08-16-2018 02:27:45,-0.809602,37.171396
46,12-24-2018 08:01:58,-2.60998,36.509998
47,06-30-2018 09:42:28,-2.536392,37.564341
48,07-09-2018 06:53:29,-1.925789,36.916423
49,09-29-2018 07:48:16,-1.899735,37.703826
50,06-11-2018 00:39:38,-2.585014,37.287043
51,11-30-2018 07:50:20,-3.004982,37.718767
52,07-03-2018 23:36:50,-2.324328,37.850377
53,11-08-2018 18:54:27,-1.715371,36.606383
54,10-06-2018 18:10:47,-0.991962,36.677656
55,02-18-2018 11:22:31,-1.311905,36.405322
56,12-14-2018 23:18:56,-1.745614,37.799369
57,09-11-2018 07:49:39,-2.283948,36.828452
58,03-26-2018 02:56:18,-2.031252,37.653501
59,01-22-2018 07:13:37,-1.010662,36.913308
60,03-15-2018 17:55:40,-1.70009,37.614044
61,08-01-2018 18:11:15,-2.316655,37.043291
62,01-15-2018 15:54:41,-2.913888,36.685924
63,12-09-2018 21:56:27,-1.20432,37.224339
64,01-09-2019 10:29:41,-2.527857,37.181028
65,02-14-2018 08:14:34,-0.74127,36.670105
66,08-19-2018 20:51:39,-1.524961,37.468002
67,07-26-2018 09:34:41,-2.148897,37.091966
68,05-13-2018 00:27:44,-1.842856,37.511882
69,02-08-2018 12:40:50,-1.251772,37.109573
70,07-15-2018 18:45:24,-2.330845,37.078746
71,12-21-2018 17:15:07,-1.725086,37.63858
72,08-31-2018 03:27:18,-1.786479,36.66583
73,09-17-2018 19:01:19,-2.146837,36.77093
74,01-19-2018 19:02:30,-1.093054,37.648243
75,01-14-2018 05:50:53,-2.16151,36.845624
76,12-19-2018 03:40:02,-1.376554,37.051176
77,06-16-2018 14:18:52,-3.027584,36.729036
78,05-15-2018 01:50:43,-2.510676,36.82768
79,12-21-2018 14:48:45,-1.335698,37.427274
80,06-04-2018 01:42:32,-1.956139,37.60644
81,05-05-2018 20:31:48,-2.551482,37.592328
82,10-08-2018 19:29:28,-2.735706,37.518348
83,10-30-2018 11:59:34,-1.308325,36.830298
84,09-10-2018 11:31:45,-0.912467,37.603327
85,05-03-2018 15:06:35,-2.994245,37.351788
86,06-17-2018 06:04:35,-1.382461,36.823673
87,04-20-2018 09:15:48,-2.749708,36.553021
88,01-03-2019 00:07:40,-2.584092,36.929104
89,07-22-2018 00:39:00,-1.872863,36.650658
90,07-30-2018 06:48:21,-1.43728,37.72089
91,05-21-2018 15:44:27,-1.578137,36.943096
92,08-16-2018 14:12:51,-0.652159,36.992562
93,06-08-2018 16:27:20,-1.71767,37.201485
94,03-18-2018 17:51:50,-2.278232,37.494127
95,01-10-2019 17:42:47,-0.836776,37.77127
96,06-11-2018 05:20:46,-2.732424,37.795466
97,08-26-2018 12:14:19,-1.988782,37.686357
98,01-05-2018 00:49:48,-2.016719,36.94756
99,06-22-2018 21:43:03,-2.735388,36.885768
100,05-23-2018 01:31:56,-0.970843,36.838984
101,03-12-2018 02:09:54,-1.082458,37.702999
102,03-08-2018 13:15:54,-1.102453,37.771764
103,02-22-2018 23:17:58,-0.936504,37.742103
104,07-06-2018 05:17:19,-1.084838,36.791976
105,08-01-2018 00:14:11,-2.186574,37.623227
106,07-29-2018 13:20:31,-0.667026,37.442141
107,01-13-2018 05:29:08,-2.520643,37.173084
108,07-23-2018 08:51:34,-2.048093,37.852349
109,06-04-2018 14:47:15,-1.55988,36.67862
110,01-11-2018 07:07:14,-0.579516,37.18518
111,12-05-2018 22:23:36,-1.739031,36.513484
112,07-27-2018 02:39:17,-1.981809,36.593397
113,05-27-2018 18:44:26,-3.026337,36.585891
114,01-11-2019 11:55:06,-1.77335,36.974592
115,07-20-2018 07:45:04,-2.589532,36.977856
116,03-26-2018 14:45:59,-2.622284,37.694547
117,09-08-2018 19:49:24,-2.041466,36.769049
118,11-25-2018 17:02:34,-1.725813,37.340128
119,07-07-2018 18:18:38,-2.183995,36.992821
120,08-17-2018 13:25:01,-2.992601,37.424786
121,06-09-2018 20:51:47,-1.270399,37.860959
122,07-06-2018 15:22:56,-3.036093,37.675941
123,01-04-2018 15:40:28,-2.59569,37.75139
124,10-04-2018 03:51:39,-2.208837,37.496999
125,12-04-2018 14:22:47,-0.59285,37.226861
126,03-28-2018 05:13:13,-1.839403,37.53956
127,10-01-2018 04:03:41,-1.052085,36.779112
128,11-28-2018 09:09:48,-2.156048,37.22686
129,12-17-2018 18:26:14,-1.239603,36.894637
130,09-08-2018 06:08:50,-1.282724,37.608752
131,12-16-2018 22:04:09,-1.994761,37.517357
132,12-11-2018 11:11:01,-2.164303,36.638513
133,10-03-2018 23:02:20,-1.192965,37.67132
134,01-03-2018 01:45:13,-2.696456,36.353902
135,08-01-2018 19:51:36,-1.717985,36.953464
136,06-22-2018 00:28:41,-2.317967,37.568666
137,03-18-2018 14:03:20,-1.453943,37.038628
138,10-10-2018 03:41:50,-2.455501,37.316336
139,01-13-2018 02:09:46,-2.654469,36.663853
140,01-11-2019 07:33:05,-1.027668,36.406724
141,06-07-2018 19:42:54,-2.224769,36.492729
142,01-09-2018 00:00:05,-0.787704,36.449368
143,10-12-2018 06:09:05,-1.004201,36.724542
144,09-04-2018 20:12:35,-2.041626,37.329751
145,06-06-2018 00:55:42,-2.197383,36.426299
146,07-18-2018 11:01:19,-2.859615,37.702073
147,01-26-2018 03:35:59,-2.24997,37.798614
148,07-28-2018 13:12:10,-2.801059,36.921162
149,03-06-2018 11:32:50,-1.612937,37.874123
150,10-08-2018 19:07:23,-2.917993,37.196953
151,11-29-2018 16:21:50,-2.189642,37.673092
152,02-20-2018 18:10:28,-1.542484,37.054324
153,10-29-2018 11:59:52,-2.582003,37.680162
154,11-11-2018 07:55:59,-0.60445,37.479093
155,03-15-2018 00:34:45,-3.025522,37.049695
156,11-27-2018 15:59:49,-1.613317,36.495901
157,04-25-2018 19:51:51,-0.874814,37.229679
158,04-10-2018 23:34:23,-2.607963,36.468431
159,04-06-2018 08:49:14,-2.293495,37.29937
160,12-09-2018 22:15:32,-2.486369,36.936724
161,07-08-2018 11:06:18,-3.012098,37.193421
162,09-24-2018 09:06:55,-1.022599,37.650141
163,09-08-2018 23:19:16,-2.356942,37.456406
164,05-05-2018 04:25:24,-1.059964,36.401764
165,01-24-2018 21:31:31,-2.797678,36.461563
166,03-01-2018 22:50:10,-1.778713,37.111625
167,03-01-2018 04:25:34,-1.94272,36.450818
168,08-18-2018 23:49:55,-2.365981,36.360228
169,09-17-2018 05:18:41,-2.152701,37.824014
170,12-26-2018 22:05:11,-2.491385,36.887216
171,06-18-2018 15:13:13,-2.104074,37.455949
172,10-14-2018 00:49:22,-2.155857,37.86198
173,09-27-2018 09:05:18,-0.886652,36.91192
174,06-17-2018 02:33:49,-1.255805,37.739267
175,03-02-2018 10:46:13,-2.922549,37.240149
176,05-11-2018 17:28:00,-1.207419,36.694061
177,03-23-2018 16:47:49,-2.105079,36.885082
178,02-04-2018 15:32:28,-2.304476,37.664083
179,01-26-2018 15:50:45,-2.240743,36.788485
180,07-21-2018 01:23:32,-0.624656,36.498042
181,11-05-2018 22:17:59,-0.973648,37.802049
182,07-02-2018 17:24:04,-1.640186,37.303608
183,09-06-2018 23:34:05,-1.53693,37.44006
184,11-03-2018 09:10:11,-0.66446,37.293999
185,08-03-2018 05:15:10,-1.954984,36.432859
186,01-07-2019 19:06:10,-2.898916,36.531232
187,11-06-2018 09:45:05,-2.465374,36.930615
188,10-17-2018 23:01:47,-1.905785,37.432323
189,09-05-2018 09:17:58,-1.0692,36.694116
190,09-25-2018 05:35:37,-2.08317,36.706726
191,09-18-2018 01:11:31,-1.513789,36.680272
192,10-19-2018 22:11:24,-1.445484,37.139985
193,09-24-2018 22:13:04,-1.518344,36.919248
194,01-24-2018 06:08:01,-1.870793,36.984523
195,03-27-2018 16:57:26,-2.610115,37.567177
196,07-12-2018 15:48:18,-0.848197,37.259401
197,02-27-2018 22:14:05,-2.788899,36.720187
198,02-19-2018 23:24:43,-1.800304,37.066399
199,09-04-2018 03:44:46,-1.755063,37.414162
200,09-19-2018 10:59:42,-2.666014,37.340679
201,10-29-2018 04:39:45,-0.59306,36.464311
202,04-24-2018 07:13:41,-2.933315,37.134075
203,10-22-2018 15:49:19,-1.99892,37.540424
204,11-14-2018 20:50:43,-1.819755,37.212398
205,10-31-2018 19:54:44,-2.279118,36.594843
206,05-12-2018 04:39:01,-2.722046,37.562478
207,09-02-2018 01:26:52,-2.582732,37.247714
208,12-14-2018 01:40:06,-2.051502,36.964231
209,05-08-2018 03:07:07,-2.918743,37.043961
210,05-22-2018 13:23:08,-2.567405,36.482357
211,07-06-2018 17:31:10,-1.305122,37.292843
212,08-20-2018 21:08:04,-1.840874,36.711648
213,05-30-2018 03:21:34,-2.614992,36.802591
214,05-21-2018 05:17:14,-2.468758,37.187823
215,08-28-2018 06:12:44,-1.299531,37.514936
216,07-15-2018 15:03:53,-1.477606,36.607385
217,10-19-2018 14:24:40,-1.647391,37.272963
218,11-15-2018 14:11:19,-1.069685,37.087606
219,11-04-2018 16:04:06,-2.60675,37.315747
220,03-03-2018 15:31:07,-0.79482,37.343625
221,10-21-2018 07:52:40,-2.093482,37.762224
222,07-04-2018 14:22:21,-0.654626,37.219395
223,06-08-2018 10:33:20,-2.744088,36.665587
224,11-10-2018 00:48:23,-2.368924,36.900188
225,08-04-2018 06:32:23,-2.929622,37.498481
226,07-24-2018 07:52:13,-2.528247,37.249074
227,03-09-2018 23:03:57,-0.907215,36.385317
228,04-11-2018 20:21:43,-2.693803,36.975844
229,04-01-2018 19:47:50,-2.874396,36.980663
230,11-19-2018 03:20:50,-1.234165,36.670796
231,06-08-2018 20:57:53,-0.807295,37.386782
232,06-27-2018 04:37:36,-2.880758,37.017733
233,09-12-2018 07:30:06,-2.400611,36.763511
234,02-02-2018 10:55:59,-1.551451,37.117161
235,03-29-2018 15:31:42,-2.021116,36.95344
236,09-04-2018 12:51:42,-2.273845,37.250495
237,02-06-2018 13:48:19,-1.568897,36.900293
238,03-23-2018 06:59:52,-2.984022,37.183034
239,06-05-2018 01:52:52,-1.862197,37.011514
240,03-12-2018 15:16:36,-0.631094,37.320638
241,09-17-2018 06:11:54,-3.023095,37.408371
242,05-05-2018 22:11:49,-2.051859,37.5325
243,03-15-2018 11:16:31,-2.09161,37.860904
244,06-28-2018 02:01:33,-1.462947,37.752746
245,09-19-2018 12:32:51,-2.842584,36.816218
246,06-20-2018 09:59:06,-2.307908,36.674629
247,12-17-2018 04:16:31,-1.290124,36.825407
248,01-24-2018 18:14:38,-1.323236,36.991167
249,11-04-2018 13:12:24,-2.180093,36.39942
250,06-20-2018 11:42:50,-2.887569,36.418363
251,07-07-2018 01:23:49,-1.194196,37.730155
252,09-16-2018 01:32:35,-1.218752,36.983982
253,01-08-2019 14:00:01,-1.763367,37.404814
254,06-05-2018 22:02:06,-0.656565,37.567554
255,05-27-2018 07:33:00,-1.247029,36.447701
256,11-06-2018 22:39:59,-0.896597,36.476282
257,06-08-2018 19:04:13,-2.792798,36.711439
258,08-02-2018 09:04:25,-1.356371,37.820724
259,11-05-2018 15:31:40,-1.816676,36.851113
260,05-21-2018 10:08:10,-0.706137,36.468379
261,05-14-2018 07:57:10,-1.999364,36.880661
262,02-25-2018 15:40:35,-0.676843,37.728722
263,02-17-2018 15:16:43,-2.526038,36.454222
264,05-05-2018 10:29:43,-2.339138,37.43757
265,10-20-2018 00:23:12,-1.710865,36.735086
266,06-24-2018 14:30:59,-2.523985,37.749372
267,06-08-2018 08:28:57,-0.606634,37.383142
268,07-23-2018 07:44:56,-2.695941,36.838027
269,03-21-2018 10:05:25,-1.600988,37.574209
270,10-06-2018 19:58:22,-2.56754,37.682294
271,06-20-2018 06:30:25,-1.264706,37.393904
272,03-16-2018 01:18:44,-2.733606,36.602963
273,10-01-2018 13:45:28,-1.835745,36.611773
274,12-08-2018 14:57:23,-1.242708,37.221121
275,04-06-2018 23:17:03,-1.576223,37.691619
276,10-05-2018 11:14:56,-1.435966,37.55891
277,10-30-2018 18:20:09,-2.062352,37.749255
278,01-02-2019 02:02:26,-0.659623,36.375354
279,03-07-2018 04:01:40,-1.399039,36.528575
280,08-07-2018 08:39:47,-0.913226,37.612385
281,05-08-2018 06:41:49,-0.945056,36.777185
282,02-25-2018 18:09:17,-1.0271,37.615685
283,06-08-2018 03:09:33,-1.587707,37.783828
284,02-14-2018 16:59:34,-1.043802,36.621138
285,01-25-2018 07:55:35,-2.857183,37.834495
286,03-04-2018 15:19:22,-1.129192,36.760971
287,08-23-2018 13:06:52,-1.645049,36.71081
288,01-06-2018 17:37:17,-0.935086,37.049944
289,11-19-2018 10:15:10,-2.641344,36.604296
290,03-21-2018 05:24:29,-1.988469,36.815877
291,04-20-2018 22:28:12,-1.629227,37.083639
292,05-21-2018 17:28:43,-1.848696,37.770215
293,12-04-2018 03:06:04,-3.004504,37.34283
294,07-17-2018 22:36:55,-1.045487,37.825234
295,08-22-2018 17:38:54,-0.793882,37.374214
296,02-25-2018 23:25:06,-0.990721,37.759147
297,06-23-2018 14:48:43,-2.756101,37.584359
298,01-05-2018 19:01:05,-2.402588,37.286686
299,08-28-2018 17:00:00,-2.972218,36.513469
300,03-28-2018 18:57:38,-0.931155,37.84855
301,12-01-2018 11:38:48,-1.324737,36.409699
302,03-13-2018 13:48:25,-0.925853,36.395474
303,04-01-2018 12:02:49,-1.12629,36.404163
304,02-22-2018 05:33:56,-2.404159,37.265137
305,04-26-2018 02:53:58,-1.39781,37.161946
306,11-14-2018 12:48:38,-0.674008,37.205114
307,05-29-2018 07:26:50,-1.094306,36.449909
308,01-28-2018 09:24:39,-2.019759,37.684504
309,03-08-2018 20:36:11,-1.654506,37.208417
310,10-17-2018 15:40:54,-1.018906,37.115178
311,02-12-2018 22:01:20,-1.374257,36.410867
312,08-31-2018 21:54:11,-1.317001,37.206234
313,09-08-2018 09:00:04,-1.879142,37.719139
314,10-06-2018 04:40:23,-2.427309,37.361309
315,07-19-2018 00:16:56,-2.864371,36.564066
316,05-20-2018 08:23:47,-0.799513,37.374587
317,06-04-2018 22:18:29,-1.504224,36.821898
318,11-14-2018 17:29:09,-2.872558,36.787578
319,05-31-2018 07:46:52,-0.930609,37.126208
320,10-12-2018 06:50:52,-2.680893,36.364302
321,06-09-2018 05:47:03,-2.730143,36.882997
322,01-09-2018 07:26:06,-0.77645,36.480841
323,01-20-2018 18:17:50,-1.567199,37.110105
324,09-13-2018 18:45:55,-2.066576,37.361895
325,09-23-2018 11:48:33,-2.43724,37.529209
326,07-17-2018 23:50:50,-1.450241,37.252574
327,07-12-2018 16:39:37,-0.873624,37.432278
328,02-04-2018 13:33:37,-0.605542,37.708645
329,07-09-2018 18:33:13,-2.529779,36.512676
330,03-08-2018 23:38:50,-2.65479,37.580795
331,01-08-2019 06:25:08,-1.173971,37.590054
332,01-06-2018 20:47:51,-0.865634,36.620605
333,10-02-2018 19:02:19,-1.420177,37.375061
334,01-22-2018 13:52:07,-1.453963,36.954555
335,04-03-2018 11:25:02,-2.252928,37.026715
336,08-07-2018 01:50:49,-1.060317,37.529982
337,04-04-2018 07:35:41,-2.849702,37.008864
338,03-18-2018 04:33:46,-0.674483,37.461342
339,11-12-2018 12:52:02,-1.743336,37.84114
340,08-22-2018 19:11:08,-1.314238,37.617313
341,06-10-2018 04:52:53,-1.708268,37.602363
342,11-27-2018 22:26:23,-1.995615,37.647882
343,11-07-2018 20:06:44,-2.786449,37.529133
344,04-25-2018 01:21:09,-2.154882,36.443389
345,08-13-2018 18:43:22,-0.869427,37.559709
346,08-11-2018 21:25:55,-2.772549,36.912902
347,11-01-2018 10:33:01,-2.653131,37.57758
348,09-21-2018 03:06:12,-1.932938,36.767197
349,07-01-2018 14:29:26,-1.542428,37.646271
350,01-17-2018 21:20:22,-2.461449,36.397313
351,07-03-2018 14:06:30,-1.984242,36.490096
352,05-10-2018 20:47:14,-2.163084,36.423184
353,05-30-2018 09:24:39,-2.953127,36.705467
354,08-30-2018 03:44:24,-0.97862,36.613424
355,12-17-2018 21:35:09,-1.116342,37.331678
356,06-20-2018 08:00:14,-1.236549,36.695631
357,07-28-2018 22:06:10,-2.195534,36.592307
358,06-27-2018 12:40:01,-1.347077,37.842892
359,10-06-2018 04:27:21,-2.520553,37.483099
360,12-06-2018 08:22:40,-2.18598,37.416443
361,07-05-2018 05:15:28,-2.615841,36.574802
362,02-06-2018 09:45:45,-2.776642,37.650941
363,05-23-2018 11:41:20,-1.85609,37.730624
364,02-09-2018 14:37:58,-0.880362,36.452238
365,10-31-2018 09:27:40,-0.862105,36.755984
366,02-14-2018 00:15:55,-2.06173,37.618886
367,05-17-2018 11:49:29,-1.793588,37.713468
368,01-17-2018 05:56:28,-2.940419,37.262357
369,06-08-2018 05:01:16,-2.817482,36.543377
370,05-12-2018 21:50:29,-1.511306,36.508309
371,06-13-2018 09:32:10,-1.288463,36.439428
372,07-06-2018 23:57:40,-2.104103,37.486131
373,03-10-2018 18:26:26,-1.560655,36.756788
374,06-20-2018 03:25:42,-2.966472,37.130224
375,03-21-2018 12:11:31,-1.001346,36.790956
376,01-26-2018 14:15:17,-1.188122,37.519439
377,04-11-2018 03:03:51,-2.963277,37.811243
378,02-09-2018 11:11:37,-2.110176,36.429882
379,11-22-2018 19:45:07,-1.472759,37.200371
380,10-17-2018 10:20:20,-2.061123,37.348364
381,04-27-2018 17:09:14,-1.864763,37.695281
382,09-16-2018 00:44:21,-1.659569,37.467219
383,09-06-2018 01:16:21,-2.882114,36.910276
384,01-14-2018 06:25:34,-0.987212,37.681679
385,05-05-2018 12:30:42,-2.684574,36.415616
386,06-10-2018 02:18:53,-2.028083,37.394317
387,11-14-2018 00:16:15,-1.585873,37.76384
388,04-04-2018 08:00:44,-2.826617,36.476718
389,03-23-2018 03:09:51,-1.330732,36.847546
390,05-08-2018 12:17:18,-2.096985,37.60791
391,03-27-2018 03:39:52,-1.044267,37.082765
392,10-02-2018 02:09:44,-1.153811,37.086008
393,05-13-2018 03:12:33,-2.696329,37.494437
394,08-27-2018 19:23:04,-2.881107,36.586743
395,02-01-2018 06:23:04,-0.789285,37.508418
396,02-27-2018 20:00:38,-2.413386,36.934481
397,06-27-2018 20:11:47,-0.93905,36.719818
398,03-03-2018 00:11:20,-2.079519,36.625954
399,12-10-2018 09:52:51,-1.470001,37.205712
400,09-12-2018 09:41:00,-2.94177,36.729771
401,05-02-2018 07:36:56,-1.945093,37.338689
402,04-26-2018 06:04:34,-1.553361,37.818457
403,12-15-2018 19:03:33,-2.571602,37.572003
404,01-22-2018 22:16:25,-1.744543,37.417666
405,11-21-2018 16:45:04,-1.87883,36.48132
406,06-20-2018 21:32:46,-1.71083,37.618736
407,05-16-2018 23:19:33,-1.502815,36.934416
408,10-14-2018 21:53:07,-1.656813,36.799866
409,06-28-2018 01:21:09,-1.39778,37.318754
410,11-29-2018 16:15:52,-2.985582,36.457219
411,02-24-2018 03:42:18,-2.586997,37.634065
412,08-10-2018 06:20:26,-0.926988,37.444345
413,12-27-2018 01:59:00,-1.865276,37.743397
414,09-22-2018 03:47:35,-0.722126,37.843757
415,05-27-2018 06:12:37,-0.749697,37.539748
416,03-04-2018 21:59:35,-1.445156,37.263684
417,10-17-2018 07:05:17,-0.698875,37.765172
418,07-01-2018 19:11:28,-2.901259,37.123667
419,01-16-2018 08:36:58,-1.863897,37.386845
420,03-01-2018 09:01:24,-2.799533,37.70535
421,09-17-2018 09:21:23,-2.402649,37.560195
422,09-09-2018 19:23:09,-0.76908,37.286129
423,02-18-2018 05:16:32,-2.656368,36.488052
424,12-22-2018 06:22:32,-1.404791,37.163963
425,08-18-2018 01:25:39,-2.851869,36.933342
426,10-14-2018 00:17:00,-0.672246,36.469149
427,01-06-2018 20:02:15,-1.553334,37.842551
428,12-31-2018 03:21:31,-1.940331,36.630448
429,09-29-2018 19:01:59,-0.81724,37.530651
430,02-14-2018 02:57:45,-1.644198,36.572049
431,02-17-2018 15:30:29,-1.638925,37.143316
432,12-24-2018 08:36:13,-1.971311,37.49866
433,03-23-2018 04:55:36,-1.174138,37.393829
434,04-17-2018 13:33:07,-0.577537,37.194859
435,09-10-2018 10:35:43,-2.116748,36.460816
